filename,start,end,content,techniques,persuasion_strategies,Attack_on_Reputation,Justification,Distraction,Simplification,Call,Manipulative_Wording
RU_Trump_6.txt,445,578,"Так он отреагировал на свежую риторику Трампа, напоминающую капризы детсадовца: ""Гренландия нужна нам для международной безопасности.",['Name_Calling-Labeling'],['Attack_on_Reputation'],True,False,False,False,False,False
RU_URW_2.txt,0,33,"Мы знаем, в окопах неверующих нет",[],[],False,False,False,False,False,False
RU_demography_9.txt,2758,2902,"Поэтому стоит внедряться в демографические и социологические исследования внутри стран, принявших много россиян (относительно своего населения).",[],[],False,False,False,False,False,False
RU_migrants_7.txt,1602,1720,"Как будто рядом друг с другом стоят двое песочных часов, и мы смотрим на то, в которых из них песок закончится раньше.",['Appeal_to_Time'],['Call'],False,False,False,False,True,False
RU_migrants_6.txt,1093,1164,Выходцы из стран Средней Азии никак не могут ассимилироваться в России.,['Appeal_to_Fear-Prejudice'],['Justification'],False,True,False,False,False,False
RU_migrants_7.txt,479,643,"Я уже не говорю о том, сколько времени и сил уйдёт даже в случае самой блестящей Победы на устранение последствий того, что происходило на данной территории 35 лет.",['Appeal_to_Time'],['Call'],False,False,False,False,True,False
RU_discrediting_the_west_25.txt,728,734,Зачем?,['Doubt'],['Attack_on_Reputation'],True,False,False,False,False,False
RU_discrediting_the_west_11.txt,1607,1614,Почему?,[],[],False,False,False,False,False,False
RU_discrediting_the_west_5.txt,623,794,"Не смущало даже то, что они потом вызвали миграцию сотен тысяч беженцев в Европу, в том числе и в Пятую Республику, спровоцировали небывалый рост экстремизма и терроризма.","['Consequential_Oversimplification', 'Appeal_to_Fear-Prejudice']","['Justification', 'Simplification']",False,True,False,True,False,False
RU_URW_11.txt,216,411,"Посмотрите на фото крестов на могилах, вырытых прямо во дворах жилых домов города Суджи, где захоронены местные мирные жители, включая женщин и детей, которых перед убийством... не могу писать...",['Appeal_to_Pity'],['Distraction'],False,False,True,False,False,False
RU_Trump_3.txt,1306,1322,И больше тысячи.,[],[],False,False,False,False,False,False
RU_discrediting_the_west_6.txt,507,514,Но нет.,[],[],False,False,False,False,False,False
RU_discrediting_the_west_25.txt,1931,2018,"Может быть, в кремлевских подворотнях до сих пор думают, что «боятся – значит уважают».",['Loaded_Language'],['Manipulative_Wording'],False,False,False,False,False,True
RU_discrediting_the_west_28.txt,3366,3397,👆 Запомните эти характеристики.,[],[],False,False,False,False,False,False
RU_demography_2.txt,1114,1182,"Мы же сейчас ведём борьбу с Западом за добро, мы на светлой стороне.",['Flag_Waving'],['Justification'],False,True,False,False,False,False
RU_Trump_3.txt,0,125,"Трамп объявил, что Boeing выиграл у Lockheed Martin конкурс на разработку пилотируемого истребителя шестого поколения - F-47.",[],[],False,False,False,False,False,False
RU_Trump_4.txt,2178,2366,"Ну, точнее, спонсорам своей выборной кампании в лице воротил ИИ и криптоиндустрии он объяснил, как они отобьют с лихвой вложения во второсортного популиста, который уже провалился однажды.",['Doubt'],['Attack_on_Reputation'],True,False,False,False,False,False
RU_URW_5.txt,0,16,Курская область.,[],[],False,False,False,False,False,False
RU_URW_21.txt,296,462,"Оппоненты независимых волонтеров на мне показали свои возможности и пожалуй, по этой теме я могу рассказать много и у меня достаточно моральных прав на обсуждение ее.",['Appeal_to_Values'],['Justification'],False,True,False,False,False,False
RU_URW_1.txt,1089,1284,"Их судьба незавидна: многие погибли, в том числе и в ходе Битвы за Берлин, где немецкое командование использовало несовершеннолетних в качестве пушечного мяса для прикрытия отхода элитных частей.",['Red_Herring'],['Distraction'],False,False,True,False,False,False
RU_URW_17.txt,1684,1756,"Голословно утверждается, что они были «застрелены российскими военными».",['Causal_Oversimplification'],['Simplification'],False,False,False,True,False,False
RU_migrants_8.txt,1076,1160,"- Тамерлан и Адам быстро подбежали, схватили меня и утащили к машине, где сидел Бек.",['Appeal_to_Pity'],['Distraction'],False,False,True,False,False,False
RU_discrediting_the_west_6.txt,869,1058,"При этом было подчёркнуто, что это – решение уходящей администрации и государственного секретаря, а «после 12 часов дня 20 января следующая администрация может высказать свою точку зрения».",[],[],False,False,False,False,False,False
RU_1084.txt,2808,2815,Пока Д.,[],[],False,False,False,False,False,False
RU_URW_7.txt,544,726,"Их череда продолжается, и наш общий долг сегодня – на деле, без лишних высоких слов, наперекор любым угрозам – в битве с самыми опасными врагами отдать все силы ради блага Отечества.",['Flag_Waving'],['Justification'],False,True,False,False,False,False
RU_demography_9.txt,0,190,Недавно СМИ писали про результаты опроса российских эмигрантов военного времени (мы давали ссылку на опрос) и перепечатывали друг друга с заголовками в стиле «Только 10% уехавших вернулись!»,[],[],False,False,False,False,False,False
RU_URW_21.txt,1558,1729,"Здесь нет конкуренции или соревнования, а значит, главное условия для отсутствия переживаний даже, когда на тебя льют грязь бочками: быть честным и делать все, что должно.",['Causal_Oversimplification'],['Simplification'],False,False,False,True,False,False
RU_1087.txt,1983,2123,"Германия намерена продолжать санкционное давление на Россию и её союзников, таких как Белоруссия – в том числе, за счёт пошлин на удобрения.",[],[],False,False,False,False,False,False
RU_URW_21.txt,1482,1557,"Да, может не сто, как год назад, но даже одна жизнь - это большая ценность.",['Red_Herring'],['Distraction'],False,False,True,False,False,False
RU_migrants_7.txt,1265,1287,"Один Бог знает, когда.",['Obfuscation-Vagueness-Confusion'],['Manipulative_Wording'],False,False,False,False,False,True
RU_discrediting_the_west_24.txt,2566,2609,Что выберет солист фаллического фортепьяно?,['Loaded_Language'],['Manipulative_Wording'],False,False,False,False,False,True
RU_discrediting_the_west_13.txt,0,40,«Мы сами убиваем наших мужей и сыновей».,['Loaded_Language'],['Manipulative_Wording'],False,False,False,False,False,True
RU_URW_21.txt,1821,1872,"Но Алексей большой молодец, что поднял этот вопрос.",[],[],False,False,False,False,False,False
RU_1081.txt,1810,1989,"И дело не сводится только лишь к набросу The Washington Post о том, что против тарифной политики Трампа якобы восстал Илон Маск: в конце концов, споры в Белом доме — обычное дело.",[],[],False,False,False,False,False,False
RU_1086.txt,1869,2109,"По словам официального представителя российского дипведомства Марии Захаровой, планы Макрона и Стармера по отправке 30 тыс. миротворцев далеко не миролюбивые, и «речь идёт о военной интервенции на Украину под видом миротворческой операции».",['Straw_Man'],['Distraction'],False,False,True,False,False,False
RU_demography_6.txt,1495,1521,"Приехал, поработал, уехал.",[],[],False,False,False,False,False,False
RU_discrediting_the_west_25.txt,2507,2532,Потому что «вы и убили-с».,['Doubt'],['Attack_on_Reputation'],True,False,False,False,False,False
RU_demography_8.txt,1039,1216,"Известная журналист - политолог Анна Шафран подчеркнула, что «наше время – время выбора между добром и злом, и нельзя одновременно бороться со злом и немножечко с ним «дружить».",['False_Dilemma-No_Choice'],['Simplification'],False,False,False,True,False,False
RU_1086.txt,1691,1868,"МИД России уже прокомментировал происходящее заявлением о том, что размещение вооружённых сил стран Запада на Украине может стать поводом для прямого столкновения России и НАТО.",['Appeal_to_Fear-Prejudice'],['Justification'],False,True,False,False,False,False
RU_1029.txt,819,959,"На этом фоне от других отличалось выступление вице-президента США Вэнса, который дал объективную оценку происходящему в европейских странах.",[],[],False,False,False,False,False,False
RU_demography_10.txt,491,587,"Это убийства, несчастные случаи, отравления, часто связанные с опасными профессиями и алкоголем.",[],[],False,False,False,False,False,False
